"unit_id","student_id","week","provider","model","tier","replicate","profile","rater_id","codes","n_codes","cq_type","cq_item","conf_primary","conf_cq","mode_primary","repaired","secs","cached","ok","error","is_not_marked","is_positive","is_negative","is_self_awareness"
"E01_w04_q01_s04","E01",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.87,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E01_w04_q02_s01","E01",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.95,,"prompt",,1.4,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E01_w04_q02_s02","E01",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Self awareness",1,,,0.9,,"prompt",,2.13,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE
"E01_w04_q02_s03","E01",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.82,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E01_w07_q01_s01","E01",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.95,,"prompt",,3.07,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E01_w07_q01_s02","E01",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Positive",1,"Behavioural","BEH1",0.9,0.9,"prompt",,2.47,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE
"E01_w07_q01_s03","E01",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.97,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E01_w07_q02_s01","E01",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.95,,"prompt",,1.36,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E01_w07_q02_s02","E01",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Negative",1,,,0.9,,"prompt",,4.67,FALSE,TRUE,,FALSE,FALSE,TRUE,FALSE
"E01_w07_q02_s03","E01",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.9,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E01_w10_q01_s01","E01",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.85,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E01_w10_q01_s02","E01",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.9,,"prompt",,3.65,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E01_w10_q01_s03","E01",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.8,,"prompt",,4.04,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E01_w10_q02_s01","E01",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.89,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E01_w10_q02_s02","E01",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.9,,"prompt",,1.72,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E02_w01_q01_s01","E02",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,1,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E02_w01_q01_s02","E02",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.79,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E02_w01_q01_s03","E02",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Positive",1,"Motivational","MOT1",0.9,0.9,"prompt",,3.65,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE
"E02_w01_q02_s01","E02",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,1.01,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E02_w01_q02_s02","E02",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.95,,"prompt",,1.02,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E02_w04_q01_s01","E02",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,1.06,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E02_w04_q01_s02","E02",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.9,,"prompt",,1.57,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E02_w04_q01_s03","E02",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Positive",1,"Cognitive","COG3",0.9,0.6,"prompt",,15.79,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE
"E02_w04_q01_s04","E02",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,1.47,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E02_w04_q02_s01","E02",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,1.06,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E02_w04_q02_s02","E02",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,1.56,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E02_w07_q01_s01","E02",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Positive",1,"Behavioural","BEH1",0.9,0.8,"prompt",,6.43,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE
"E02_w07_q01_s02","E02",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Positive",1,"Metacognitive","MC4",0.9,0.9,"prompt",,7.02,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE
"E02_w07_q01_s03","E02",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,1.77,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E02_w07_q02_s01","E02",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,1.06,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E02_w07_q02_s02","E02",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.95,,"prompt",,2.08,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E02_w10_q01_s01","E02",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.98,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E02_w10_q01_s02","E02",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Self awareness",1,,,0.95,,"prompt",,1.94,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE
"E02_w10_q01_s03","E02",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,1.07,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E02_w10_q02_s01","E02",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,1.27,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E02_w10_q02_s02","E02",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.97,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E03_w01_q01_s01","E03",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,1.29,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E03_w01_q01_s02","E03",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,1.57,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E03_w01_q01_s03","E03",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Positive",1,"Motivational","MOT1",0.95,0.9,"prompt",,3.86,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE
"E03_w01_q02_s01","E03",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.95,,"prompt",,1.51,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E03_w01_q02_s02","E03",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.95,,"prompt",,3.38,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E03_w04_q01_s01","E03",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,1.49,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E03_w04_q01_s02","E03",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Positive",1,"Cognitive","COG5",0.6,0.6,"prompt",,16.25,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE
"E03_w04_q01_s03","E03",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.95,,"prompt",,1.28,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E03_w04_q02_s01","E03",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,1.8,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E03_w04_q02_s02","E03",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Negative",1,,,0.9,,"prompt",,5.83,FALSE,TRUE,,FALSE,FALSE,TRUE,FALSE
"E03_w04_q02_s03","E03",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.93,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E03_w07_q01_s01","E03",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.95,,"prompt",,2.07,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E03_w07_q01_s02","E03",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Positive",1,"Behavioural","BEH1",0.9,0.9,"prompt",,5.77,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE
"E03_w07_q01_s03","E03",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,1.17,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E03_w07_q02_s01","E03",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.9,,"prompt",,3.29,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E03_w07_q02_s02","E03",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.86,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E03_w10_q01_s01","E03",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.95,,"prompt",,1.62,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E03_w10_q01_s02","E03",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Self awareness",1,,,0.9,,"prompt",,1.83,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE
"E03_w10_q01_s03","E03",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Positive",1,"Motivational","MOT1",0.9,0.9,"prompt",,3.67,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE
"E03_w10_q02_s01","E03",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.78,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E04_w01_q01_s01","E04",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.7,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E04_w01_q01_s02","E04",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,1.09,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E04_w01_q01_s03","E04",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Negative",1,,,0.95,,"prompt",,0.78,FALSE,TRUE,,FALSE,FALSE,TRUE,FALSE
"E04_w01_q02_s01","E04",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.98,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E04_w01_q02_s02","E04",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.76,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E04_w04_q01_s01","E04",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.85,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E04_w04_q01_s02","E04",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.9,,"prompt",,1.44,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E04_w04_q01_s03","E04",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Positive",1,"Behavioural","BEH1",0.9,0.9,"prompt",,5,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE
"E04_w04_q01_s04","E04",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.47,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E04_w04_q02_s01","E04",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.57,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E04_w04_q02_s02","E04",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.72,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E04_w07_q01_s01","E04",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.95,,"prompt",,1.12,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E04_w07_q01_s02","E04",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.9,,"prompt",,2.59,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E04_w07_q01_s03","E04",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Positive",1,"Cognitive","COG1",0.9,0.95,"prompt",,4.49,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE
"E04_w07_q02_s01","E04",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.95,,"prompt",,1.93,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E04_w07_q02_s02","E04",7,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Self awareness",1,,,0.7,,"prompt",,6.42,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE
"E04_w10_q01_s01","E04",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.69,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E04_w10_q01_s02","E04",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Positive",1,"Metacognitive","MC1",0.9,0.7,"prompt",,4.55,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE
"E04_w10_q01_s03","E04",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.85,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E04_w10_q02_s01","E04",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.83,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E04_w10_q02_s02","E04",10,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.9,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E05_w01_q01_s01","E05",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.74,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E05_w01_q01_s02","E05",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.95,,"prompt",,0.66,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E05_w01_q01_s03","E05",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Positive",1,"Cognitive","COG3",0.95,0.7,"prompt",,3.23,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE
"E05_w01_q02_s01","E05",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.95,,"prompt",,1.02,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E05_w01_q02_s02","E05",1,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,0.95,,"prompt",,1.1,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E05_w04_q01_s01","E05",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.66,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E05_w04_q01_s02","E05",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Positive",1,"Metacognitive","MC1",0.9,0.7,"prompt",,4.92,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE
"E05_w04_q01_s03","E05",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Negative",1,,,0.95,,"prompt",,0.92,FALSE,TRUE,,FALSE,FALSE,TRUE,FALSE
"E05_w04_q01_s04","E05",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.62,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E05_w04_q02_s01","E05",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.5,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
"E05_w04_q02_s02","E05",4,"fgcz_vllm","DeepSeek-V4-Flash-DSpark","fgcz",1,"consistency","llm:DeepSeek-V4-Flash-DSpark#r1","Not marked",1,,,1,,"prompt",,0.55,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE
