"batch","unit_id","student","week","rater","rater_kind","code","cq_factor","cq_item","n_raters","n_agree"
"example_sections","E02_w01_q01_s02","E02",1,"reference","human","Not marked",,,,
"example_sections","E02_w01_q01_s03","E02",1,"reference","human","Positive","Motivational","MOT1",,
"example_sections","E02_w01_q02_s01","E02",1,"reference","human","Not marked",,,,
"example_sections","E02_w01_q02_s02","E02",1,"reference","human","Not marked",,,,
"example_sections","E02_w04_q01_s01","E02",4,"reference","human","Not marked",,,,
"example_sections","E02_w04_q01_s02","E02",4,"reference","human","Not marked",,,,
"example_sections","E02_w04_q01_s03","E02",4,"reference","human","Positive","Cognitive","COG3",,
"example_sections","E02_w04_q01_s04","E02",4,"reference","human","Not marked",,,,
"example_sections","E02_w04_q02_s01","E02",4,"reference","human","Not marked",,,,
"example_sections","E02_w04_q02_s02","E02",4,"reference","human","Not marked",,,,
"example_sections","E02_w07_q01_s01","E02",7,"reference","human","Positive","Behavioural","BEH3",,
"example_sections","E02_w07_q01_s02","E02",7,"reference","human","Positive","Metacognitive","MC1",,
"example_sections","E02_w07_q01_s03","E02",7,"reference","human","Not marked",,,,
"example_sections","E02_w07_q02_s01","E02",7,"reference","human","Not marked",,,,
"example_sections","E02_w07_q02_s02","E02",7,"reference","human","Not marked",,,,
"example_sections","E02_w10_q01_s01","E02",10,"reference","human","Not marked",,,,
"example_sections","E02_w10_q01_s02","E02",10,"reference","human","Self awareness",,,,
"example_sections","E02_w10_q01_s03","E02",10,"reference","human","Not marked",,,,
"example_sections","E02_w10_q02_s01","E02",10,"reference","human","Not marked",,,,
"example_sections","E02_w10_q02_s02","E02",10,"reference","human","Not marked",,,,
"example_sections","E03_w01_q01_s01","E03",1,"reference","human","Not marked",,,,
"example_sections","E03_w01_q01_s02","E03",1,"reference","human","Not marked",,,,
"example_sections","E03_w01_q01_s03","E03",1,"reference","human","Positive","Motivational","MOT1",,
"example_sections","E03_w01_q02_s01","E03",1,"reference","human","Not marked",,,,
"example_sections","E03_w01_q02_s02","E03",1,"reference","human","Not marked",,,,
"example_sections","E03_w04_q01_s01","E03",4,"reference","human","Not marked",,,,
"example_sections","E03_w04_q01_s02","E03",4,"reference","human","Positive","Cognitive","COG5",,
"example_sections","E03_w04_q01_s03","E03",4,"reference","human","Not marked",,,,
"example_sections","E03_w04_q02_s01","E03",4,"reference","human","Not marked",,,,
"example_sections","E03_w04_q02_s02","E03",4,"reference","human","Negative",,,,
"example_sections","E03_w04_q02_s03","E03",4,"reference","human","Not marked",,,,
"example_sections","E03_w07_q01_s01","E03",7,"reference","human","Not marked",,,,
"example_sections","E03_w07_q01_s02","E03",7,"reference","human","Positive","Behavioural","BEH1",,
"example_sections","E03_w07_q01_s03","E03",7,"reference","human","Not marked",,,,
"example_sections","E03_w07_q02_s01","E03",7,"reference","human","Positive","Metacognitive","MC4",,
"example_sections","E03_w07_q02_s02","E03",7,"reference","human","Not marked",,,,
"example_sections","E03_w10_q01_s01","E03",10,"reference","human","Not marked",,,,
"example_sections","E03_w10_q01_s02","E03",10,"reference","human","Self awareness",,,,
"example_sections","E03_w10_q01_s03","E03",10,"reference","human","Positive","Motivational","MOT1",,
"example_sections","E03_w10_q02_s01","E03",10,"reference","human","Not marked",,,,
"example_sections","E04_w01_q01_s01","E04",1,"reference","human","Not marked",,,,
"example_sections","E04_w01_q01_s02","E04",1,"reference","human","Not marked",,,,
"example_sections","E04_w01_q01_s03","E04",1,"reference","human","Negative",,,,
"example_sections","E04_w01_q02_s01","E04",1,"reference","human","Not marked",,,,
"example_sections","E04_w01_q02_s02","E04",1,"reference","human","Not marked",,,,
"example_sections","E04_w04_q01_s01","E04",4,"reference","human","Not marked",,,,
"example_sections","E04_w04_q01_s02","E04",4,"reference","human","Negative",,,,
"example_sections","E04_w04_q01_s03","E04",4,"reference","human","Positive","Metacognitive","MC2",,
"example_sections","E04_w04_q01_s04","E04",4,"reference","human","Not marked",,,,
"example_sections","E04_w04_q02_s01","E04",4,"reference","human","Not marked",,,,
"example_sections","E04_w04_q02_s02","E04",4,"reference","human","Not marked",,,,
"example_sections","E04_w07_q01_s01","E04",7,"reference","human","Not marked",,,,
"example_sections","E04_w07_q01_s02","E04",7,"reference","human","Positive","Metacognitive","MC4",,
"example_sections","E04_w07_q01_s03","E04",7,"reference","human","Positive","Cognitive","COG1",,
"example_sections","E04_w07_q02_s01","E04",7,"reference","human","Not marked",,,,
"example_sections","E04_w07_q02_s02","E04",7,"reference","human","Self awareness",,,,
"example_sections","E04_w10_q01_s01","E04",10,"reference","human","Not marked",,,,
"example_sections","E04_w10_q01_s02","E04",10,"reference","human","Positive","Metacognitive","MC1",,
"example_sections","E04_w10_q01_s03","E04",10,"reference","human","Not marked",,,,
"example_sections","E04_w10_q02_s01","E04",10,"reference","human","Not marked",,,,
"example_sections","E04_w10_q02_s02","E04",10,"reference","human","Not marked",,,,
"example_sections","E05_w01_q01_s01","E05",1,"reference","human","Not marked",,,,
"example_sections","E05_w01_q01_s02","E05",1,"reference","human","Not marked",,,,
"example_sections","E05_w01_q01_s03","E05",1,"reference","human","Positive","Motivational","MOT1",,
"example_sections","E05_w01_q02_s01","E05",1,"reference","human","Not marked",,,,
"example_sections","E05_w01_q02_s02","E05",1,"reference","human","Not marked",,,,
"example_sections","E05_w04_q01_s01","E05",4,"reference","human","Not marked",,,,
"example_sections","E05_w04_q01_s02","E05",4,"reference","human","Positive","Cognitive","COG3",,
"example_sections","E05_w04_q01_s03","E05",4,"reference","human","Negative",,,,
"example_sections","E05_w04_q01_s04","E05",4,"reference","human","Not marked",,,,
"example_sections","E05_w04_q02_s01","E05",4,"reference","human","Not marked",,,,
"example_sections","E05_w04_q02_s02","E05",4,"reference","human","Not marked",,,,
"example_sections","E05_w07_q01_s01","E05",7,"reference","human","Positive","Behavioural","BEH2",,
"example_sections","E05_w07_q01_s02","E05",7,"reference","human","Positive","Metacognitive","MC1",,
"example_sections","E05_w07_q01_s03","E05",7,"reference","human","Not marked",,,,
"example_sections","E05_w07_q02_s01","E05",7,"reference","human","Not marked",,,,
"example_sections","E05_w10_q01_s01","E05",10,"reference","human","Not marked",,,,
"example_sections","E05_w10_q01_s02","E05",10,"reference","human","Self awareness",,,,
"example_sections","E05_w10_q01_s03","E05",10,"reference","human","Positive","Motivational","MOT1",,
"example_sections","E05_w10_q02_s01","E05",10,"reference","human","Not marked",,,,
"example_sections","E05_w10_q02_s02","E05",10,"reference","human","Not marked",,,,
"example_sections","E01_w01_q01_s01","E01",1,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w01_q01_s02","E01",1,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w01_q01_s03","E01",1,"DeepSeek","model","Positive","Motivational","MOT1",,
"example_sections","E01_w01_q01_s04","E01",1,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w01_q02_s01","E01",1,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w01_q02_s02","E01",1,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w01_q02_s03","E01",1,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w04_q01_s01","E01",4,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w04_q01_s02","E01",4,"DeepSeek","model","Positive","Cognitive","COG3",,
"example_sections","E01_w04_q01_s03","E01",4,"DeepSeek","model","Positive","Motivational","MOT1",,
"example_sections","E01_w04_q01_s04","E01",4,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w04_q02_s01","E01",4,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w04_q02_s02","E01",4,"DeepSeek","model","Self awareness",,,,
"example_sections","E01_w04_q02_s03","E01",4,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w07_q01_s01","E01",7,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w07_q01_s02","E01",7,"DeepSeek","model","Positive","Behavioural","BEH1",,
"example_sections","E01_w07_q01_s03","E01",7,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w07_q02_s01","E01",7,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w07_q02_s02","E01",7,"DeepSeek","model","Negative",,,,
"example_sections","E01_w07_q02_s03","E01",7,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w10_q01_s01","E01",10,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w10_q01_s02","E01",10,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w10_q01_s03","E01",10,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w10_q02_s01","E01",10,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w10_q02_s02","E01",10,"DeepSeek","model","Not marked",,,,
"example_sections","E02_w01_q01_s01","E02",1,"DeepSeek","model","Not marked",,,,
"example_sections","E02_w01_q01_s02","E02",1,"DeepSeek","model","Not marked",,,,
"example_sections","E02_w01_q01_s03","E02",1,"DeepSeek","model","Positive","Motivational","MOT1",,
"example_sections","E02_w01_q02_s01","E02",1,"DeepSeek","model","Not marked",,,,
"example_sections","E02_w01_q02_s02","E02",1,"DeepSeek","model","Not marked",,,,
"example_sections","E02_w04_q01_s01","E02",4,"DeepSeek","model","Not marked",,,,
"example_sections","E02_w04_q01_s02","E02",4,"DeepSeek","model","Not marked",,,,
"example_sections","E02_w04_q01_s03","E02",4,"DeepSeek","model","Positive","Cognitive","COG3",,
"example_sections","E02_w04_q01_s04","E02",4,"DeepSeek","model","Not marked",,,,
"example_sections","E02_w04_q02_s01","E02",4,"DeepSeek","model","Not marked",,,,
"example_sections","E02_w04_q02_s02","E02",4,"DeepSeek","model","Not marked",,,,
"example_sections","E02_w07_q01_s01","E02",7,"DeepSeek","model","Positive","Behavioural","BEH1",,
"example_sections","E02_w07_q01_s02","E02",7,"DeepSeek","model","Positive","Metacognitive","MC4",,
"example_sections","E02_w07_q01_s03","E02",7,"DeepSeek","model","Not marked",,,,
"example_sections","E02_w07_q02_s01","E02",7,"DeepSeek","model","Not marked",,,,
"example_sections","E02_w07_q02_s02","E02",7,"DeepSeek","model","Not marked",,,,
"example_sections","E02_w10_q01_s01","E02",10,"DeepSeek","model","Not marked",,,,
"example_sections","E02_w10_q01_s02","E02",10,"DeepSeek","model","Self awareness",,,,
"example_sections","E02_w10_q01_s03","E02",10,"DeepSeek","model","Not marked",,,,
"example_sections","E02_w10_q02_s01","E02",10,"DeepSeek","model","Not marked",,,,
"example_sections","E02_w10_q02_s02","E02",10,"DeepSeek","model","Not marked",,,,
"example_sections","E03_w01_q01_s01","E03",1,"DeepSeek","model","Not marked",,,,
"example_sections","E03_w01_q01_s02","E03",1,"DeepSeek","model","Not marked",,,,
"example_sections","E03_w01_q01_s03","E03",1,"DeepSeek","model","Positive","Motivational","MOT1",,
"example_sections","E03_w01_q02_s01","E03",1,"DeepSeek","model","Not marked",,,,
"example_sections","E03_w01_q02_s02","E03",1,"DeepSeek","model","Not marked",,,,
"example_sections","E03_w04_q01_s01","E03",4,"DeepSeek","model","Not marked",,,,
"example_sections","E03_w04_q01_s02","E03",4,"DeepSeek","model","Positive","Cognitive","COG5",,
"example_sections","E03_w04_q01_s03","E03",4,"DeepSeek","model","Not marked",,,,
"example_sections","E03_w04_q02_s01","E03",4,"DeepSeek","model","Not marked",,,,
"example_sections","E03_w04_q02_s02","E03",4,"DeepSeek","model","Not marked",,,,
"example_sections","E03_w04_q02_s03","E03",4,"DeepSeek","model","Not marked",,,,
"example_sections","E03_w07_q01_s01","E03",7,"DeepSeek","model","Not marked",,,,
"example_sections","E03_w07_q01_s02","E03",7,"DeepSeek","model","Positive","Behavioural","BEH1",,
"example_sections","E03_w07_q01_s03","E03",7,"DeepSeek","model","Not marked",,,,
"example_sections","E03_w07_q02_s01","E03",7,"DeepSeek","model","Not marked",,,,
"example_sections","E03_w07_q02_s02","E03",7,"DeepSeek","model","Not marked",,,,
"example_sections","E03_w10_q01_s01","E03",10,"DeepSeek","model","Not marked",,,,
"example_sections","E03_w10_q01_s02","E03",10,"DeepSeek","model","Not marked",,,,
"example_sections","E03_w10_q01_s03","E03",10,"DeepSeek","model","Not marked",,,,
"example_sections","E03_w10_q02_s01","E03",10,"DeepSeek","model","Not marked",,,,
"example_sections","E04_w01_q01_s01","E04",1,"DeepSeek","model","Not marked",,,,
"example_sections","E04_w01_q01_s02","E04",1,"DeepSeek","model","Not marked",,,,
"example_sections","E04_w01_q01_s03","E04",1,"DeepSeek","model","Negative",,,,
"example_sections","E04_w01_q02_s01","E04",1,"DeepSeek","model","Not marked",,,,
"example_sections","E04_w01_q02_s02","E04",1,"DeepSeek","model","Not marked",,,,
"example_sections","E04_w04_q01_s01","E04",4,"DeepSeek","model","Not marked",,,,
"example_sections","E04_w04_q01_s02","E04",4,"DeepSeek","model","Not marked",,,,
"example_sections","E04_w04_q01_s03","E04",4,"DeepSeek","model","Positive","Metacognitive","MC2",,
"example_sections","E04_w04_q01_s04","E04",4,"DeepSeek","model","Not marked",,,,
"example_sections","E04_w04_q02_s01","E04",4,"DeepSeek","model","Not marked",,,,
"example_sections","E04_w04_q02_s02","E04",4,"DeepSeek","model","Not marked",,,,
"example_sections","E04_w07_q01_s01","E04",7,"DeepSeek","model","Not marked",,,,
"example_sections","E04_w07_q01_s02","E04",7,"DeepSeek","model","Negative",,,,
"example_sections","E04_w07_q01_s03","E04",7,"DeepSeek","model","Positive","Cognitive","COG1",,
"example_sections","E04_w07_q02_s01","E04",7,"DeepSeek","model","Not marked",,,,
"example_sections","E04_w07_q02_s02","E04",7,"DeepSeek","model","Self awareness",,,,
"example_sections","E04_w10_q01_s01","E04",10,"DeepSeek","model","Not marked",,,,
"example_sections","E04_w10_q01_s02","E04",10,"DeepSeek","model","Positive","Metacognitive","MC2",,
"example_sections","E04_w10_q01_s03","E04",10,"DeepSeek","model","Not marked",,,,
"example_sections","E04_w10_q02_s01","E04",10,"DeepSeek","model","Not marked",,,,
"example_sections","E04_w10_q02_s02","E04",10,"DeepSeek","model","Not marked",,,,
"example_sections","E05_w01_q01_s01","E05",1,"DeepSeek","model","Not marked",,,,
"example_sections","E05_w01_q01_s02","E05",1,"DeepSeek","model","Not marked",,,,
"example_sections","E05_w01_q01_s03","E05",1,"DeepSeek","model","Positive","Cognitive","COG3",,
"example_sections","E05_w01_q02_s01","E05",1,"DeepSeek","model","Not marked",,,,
"example_sections","E05_w01_q02_s02","E05",1,"DeepSeek","model","Not marked",,,,
"example_sections","E05_w04_q01_s01","E05",4,"DeepSeek","model","Not marked",,,,
"example_sections","E05_w04_q01_s02","E05",4,"DeepSeek","model","Positive","Metacognitive","MC4",,
"example_sections","E05_w04_q01_s03","E05",4,"DeepSeek","model","Negative",,,,
"example_sections","E05_w04_q01_s04","E05",4,"DeepSeek","model","Not marked",,,,
"example_sections","E05_w04_q02_s01","E05",4,"DeepSeek","model","Not marked",,,,
"example_sections","E05_w04_q02_s02","E05",4,"DeepSeek","model","Not marked",,,,
"example_sections","E05_w07_q01_s01","E05",7,"DeepSeek","model","Positive","Behavioural","BEH2",,
"example_sections","E05_w07_q01_s02","E05",7,"DeepSeek","model","Positive","Metacognitive","MC2",,
"example_sections","E05_w07_q01_s03","E05",7,"DeepSeek","model","Not marked",,,,
"example_sections","E05_w07_q02_s01","E05",7,"DeepSeek","model","Not marked",,,,
"example_sections","E05_w10_q01_s01","E05",10,"DeepSeek","model","Not marked",,,,
"example_sections","E05_w10_q01_s02","E05",10,"DeepSeek","model","Self awareness",,,,
"example_sections","E05_w10_q01_s03","E05",10,"DeepSeek","model","Positive","Motivational","MOT1",,
"example_sections","E05_w10_q02_s01","E05",10,"DeepSeek","model","Not marked",,,,
"example_sections","E05_w10_q02_s02","E05",10,"DeepSeek","model","Not marked",,,,
"example_sections","E01_w01_q01_s01","E01",1,"gpt-oss","model","Not marked",,,,
"example_sections","E01_w01_q01_s02","E01",1,"gpt-oss","model","Not marked",,,,
"example_sections","E01_w01_q01_s03","E01",1,"gpt-oss","model","Positive","Motivational","MOT1",,
"example_sections","E01_w01_q01_s04","E01",1,"gpt-oss","model","Not marked",,,,
"example_sections","E01_w01_q02_s01","E01",1,"gpt-oss","model","Not marked",,,,
"example_sections","E01_w01_q02_s02","E01",1,"gpt-oss","model","Not marked",,,,
"example_sections","E01_w01_q02_s03","E01",1,"gpt-oss","model","Not marked",,,,
"example_sections","E01_w04_q01_s01","E01",4,"gpt-oss","model","Not marked",,,,
"example_sections","E01_w04_q01_s02","E01",4,"gpt-oss","model","Positive","Cognitive","COG6",,
"example_sections","E01_w04_q01_s03","E01",4,"gpt-oss","model","Positive","Motivational","MOT1",,
"example_sections","E01_w04_q01_s04","E01",4,"gpt-oss","model","Not marked",,,,
"example_sections","E01_w04_q02_s01","E01",4,"gpt-oss","model","Not marked",,,,
"example_sections","E01_w04_q02_s02","E01",4,"gpt-oss","model","Self awareness",,,,
"example_sections","E01_w04_q02_s03","E01",4,"gpt-oss","model","Not marked",,,,
"example_sections","E01_w07_q01_s01","E01",7,"gpt-oss","model","Not marked",,,,
"example_sections","E01_w07_q01_s02","E01",7,"gpt-oss","model","Positive","Behavioural","BEH1",,
"example_sections","E01_w07_q01_s03","E01",7,"gpt-oss","model","Not marked",,,,
"example_sections","E01_w07_q02_s01","E01",7,"gpt-oss","model","Not marked",,,,
"example_sections","E01_w07_q02_s02","E01",7,"gpt-oss","model","Negative",,,,
"example_sections","E01_w07_q02_s03","E01",7,"gpt-oss","model","Not marked",,,,
"example_sections","E01_w10_q01_s01","E01",10,"gpt-oss","model","Not marked",,,,
"example_sections","E01_w10_q01_s02","E01",10,"gpt-oss","model","Positive","Motivational","MOT2",,
"example_sections","E01_w10_q01_s03","E01",10,"gpt-oss","model","Positive","Motivational","MOT1",,
"example_sections","E01_w10_q02_s01","E01",10,"gpt-oss","model","Not marked",,,,
"example_sections","E01_w10_q02_s02","E01",10,"gpt-oss","model","Not marked",,,,
"example_sections","E02_w01_q01_s01","E02",1,"gpt-oss","model","Not marked",,,,
"example_sections","E02_w01_q01_s02","E02",1,"gpt-oss","model","Not marked",,,,
"example_sections","E02_w01_q01_s03","E02",1,"gpt-oss","model","Positive","Motivational","MOT1",,
"example_sections","E02_w01_q02_s01","E02",1,"gpt-oss","model","Not marked",,,,
"example_sections","E02_w01_q02_s02","E02",1,"gpt-oss","model","Not marked",,,,
"example_sections","E02_w04_q01_s01","E02",4,"gpt-oss","model","Not marked",,,,
"example_sections","E02_w04_q01_s02","E02",4,"gpt-oss","model","Negative",,,,
"example_sections","E02_w04_q01_s03","E02",4,"gpt-oss","model","Positive","Cognitive","COG1",,
"example_sections","E02_w04_q01_s04","E02",4,"gpt-oss","model","Not marked",,,,
"example_sections","E02_w04_q02_s01","E02",4,"gpt-oss","model","Not marked",,,,
"example_sections","E02_w04_q02_s02","E02",4,"gpt-oss","model","Not marked",,,,
"example_sections","E02_w07_q01_s01","E02",7,"gpt-oss","model","Not marked",,,,
"example_sections","E02_w07_q01_s02","E02",7,"gpt-oss","model","Positive","Metacognitive","MC2",,
"example_sections","E02_w07_q01_s03","E02",7,"gpt-oss","model","Not marked",,,,
"example_sections","E02_w07_q02_s01","E02",7,"gpt-oss","model","Not marked",,,,
"example_sections","E02_w07_q02_s02","E02",7,"gpt-oss","model","Not marked",,,,
"example_sections","E02_w10_q01_s01","E02",10,"gpt-oss","model","Not marked",,,,
"example_sections","E02_w10_q01_s02","E02",10,"gpt-oss","model","Self awareness",,,,
"example_sections","E02_w10_q01_s03","E02",10,"gpt-oss","model","Not marked",,,,
"example_sections","E02_w10_q02_s01","E02",10,"gpt-oss","model","Not marked",,,,
"example_sections","E02_w10_q02_s02","E02",10,"gpt-oss","model","Not marked",,,,
"example_sections","E03_w01_q01_s01","E03",1,"gpt-oss","model","Not marked",,,,
"example_sections","E03_w01_q01_s02","E03",1,"gpt-oss","model","Not marked",,,,
"example_sections","E03_w01_q01_s03","E03",1,"gpt-oss","model","Positive","Motivational","MOT1",,
"example_sections","E03_w01_q02_s01","E03",1,"gpt-oss","model","Not marked",,,,
"example_sections","E03_w01_q02_s02","E03",1,"gpt-oss","model","Not marked",,,,
"example_sections","E03_w04_q01_s01","E03",4,"gpt-oss","model","Not marked",,,,
"example_sections","E03_w04_q01_s02","E03",4,"gpt-oss","model","Positive","Cognitive","COG5",,
"example_sections","E03_w04_q01_s03","E03",4,"gpt-oss","model","Not marked",,,,
"example_sections","E03_w04_q02_s01","E03",4,"gpt-oss","model","Not marked",,,,
"example_sections","E03_w04_q02_s02","E03",4,"gpt-oss","model","Negative",,,,
"example_sections","E03_w04_q02_s03","E03",4,"gpt-oss","model","Not marked",,,,
"example_sections","E03_w07_q01_s01","E03",7,"gpt-oss","model","Not marked",,,,
"example_sections","E03_w07_q01_s02","E03",7,"gpt-oss","model","Positive","Behavioural","BEH1",,
"example_sections","E03_w07_q01_s03","E03",7,"gpt-oss","model","Not marked",,,,
"example_sections","E03_w07_q02_s01","E03",7,"gpt-oss","model","Positive","Metacognitive","MC4",,
"example_sections","E03_w07_q02_s02","E03",7,"gpt-oss","model","Not marked",,,,
"example_sections","E03_w10_q01_s01","E03",10,"gpt-oss","model","Not marked",,,,
"example_sections","E03_w10_q01_s02","E03",10,"gpt-oss","model","Not marked",,,,
"example_sections","E03_w10_q01_s03","E03",10,"gpt-oss","model","Positive","Motivational","MOT1",,
"example_sections","E03_w10_q02_s01","E03",10,"gpt-oss","model","Not marked",,,,
"example_sections","E04_w01_q01_s01","E04",1,"gpt-oss","model","Not marked",,,,
"example_sections","E04_w01_q01_s02","E04",1,"gpt-oss","model","Not marked",,,,
"example_sections","E04_w01_q01_s03","E04",1,"gpt-oss","model","Negative",,,,
"example_sections","E04_w01_q02_s01","E04",1,"gpt-oss","model","Not marked",,,,
"example_sections","E04_w01_q02_s02","E04",1,"gpt-oss","model","Not marked",,,,
"example_sections","E04_w04_q01_s01","E04",4,"gpt-oss","model","Not marked",,,,
"example_sections","E04_w04_q01_s02","E04",4,"gpt-oss","model","Negative",,,,
"example_sections","E04_w04_q01_s03","E04",4,"gpt-oss","model","Positive","Metacognitive","MC2",,
"example_sections","E04_w04_q01_s04","E04",4,"gpt-oss","model","Not marked",,,,
"example_sections","E04_w04_q02_s01","E04",4,"gpt-oss","model","Not marked",,,,
"example_sections","E04_w04_q02_s02","E04",4,"gpt-oss","model","Not marked",,,,
"example_sections","E04_w07_q01_s01","E04",7,"gpt-oss","model","Not marked",,,,
"example_sections","E04_w07_q01_s02","E04",7,"gpt-oss","model","Negative",,,,
"example_sections","E04_w07_q01_s03","E04",7,"gpt-oss","model","Positive","Cognitive","COG1",,
"example_sections","E04_w07_q02_s01","E04",7,"gpt-oss","model","Not marked",,,,
"example_sections","E04_w07_q02_s02","E04",7,"gpt-oss","model","Self awareness",,,,
"example_sections","E04_w10_q01_s01","E04",10,"gpt-oss","model","Not marked",,,,
"example_sections","E04_w10_q01_s02","E04",10,"gpt-oss","model","Positive","Metacognitive","MC1",,
"example_sections","E04_w10_q01_s03","E04",10,"gpt-oss","model","Not marked",,,,
"example_sections","E04_w10_q02_s01","E04",10,"gpt-oss","model","Not marked",,,,
"example_sections","E04_w10_q02_s02","E04",10,"gpt-oss","model","Positive","Cognitive","COG2",,
"example_sections","E05_w01_q01_s01","E05",1,"gpt-oss","model","Not marked",,,,
"example_sections","E05_w01_q01_s02","E05",1,"gpt-oss","model","Not marked",,,,
"example_sections","E05_w01_q01_s03","E05",1,"gpt-oss","model","Positive","Cognitive","COG3",,
"example_sections","E05_w01_q02_s01","E05",1,"gpt-oss","model","Not marked",,,,
"example_sections","E05_w01_q02_s02","E05",1,"gpt-oss","model","Not marked",,,,
"example_sections","E05_w04_q01_s01","E05",4,"gpt-oss","model","Not marked",,,,
"example_sections","E05_w04_q01_s02","E05",4,"gpt-oss","model","Positive","Cognitive","COG3",,
"example_sections","E05_w04_q01_s03","E05",4,"gpt-oss","model","Negative",,,,
"example_sections","E05_w04_q01_s04","E05",4,"gpt-oss","model","Not marked",,,,
"example_sections","E05_w04_q02_s01","E05",4,"gpt-oss","model","Not marked",,,,
"example_sections","E05_w04_q02_s02","E05",4,"gpt-oss","model","Not marked",,,,
"example_sections","E05_w07_q01_s01","E05",7,"gpt-oss","model","Positive","Behavioural","BEH2",,
"example_sections","E05_w07_q01_s02","E05",7,"gpt-oss","model","Positive","Metacognitive","MC2",,
"example_sections","E05_w07_q01_s03","E05",7,"gpt-oss","model","Not marked",,,,
"example_sections","E05_w07_q02_s01","E05",7,"gpt-oss","model","Not marked",,,,
"example_sections","E05_w10_q01_s01","E05",10,"gpt-oss","model","Not marked",,,,
"example_sections","E05_w10_q01_s02","E05",10,"gpt-oss","model","Not marked",,,,
"example_sections","E05_w10_q01_s03","E05",10,"gpt-oss","model","Positive","Motivational","MOT1",,
"example_sections","E05_w10_q02_s01","E05",10,"gpt-oss","model","Not marked",,,,
"example_sections","E05_w10_q02_s02","E05",10,"gpt-oss","model","Not marked",,,,
"example_sections","E01_w01_q01_s01","E01",1,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w01_q01_s02","E01",1,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w01_q01_s03","E01",1,"qwen3.6","model","Positive","Motivational","MOT1",,
"example_sections","E01_w01_q01_s04","E01",1,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w01_q02_s01","E01",1,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w01_q02_s02","E01",1,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w01_q02_s03","E01",1,"qwen3.6","model","Not marked",,,,
"example_sections","E01_w04_q01_s01","E01",4,"qwen3.6","model","Not marked",,,,
