"unit_id","student_id","week","text","text_sha1","question","context"
"S03_w01_u01","S03",1,"I grew up in Biel where you switch between German and French on the same street, so a course taught in English with students from another country does not feel unusual to me. It is more or less how I did my schooling.","f34b54bd9e674a7358f71f36466aaed6905134ab",,
"S03_w01_u02","S03",1,"I am curious about how the Utrecht students actually work. I have heard their programme is far more group based than ours and I would like to see for myself whether that is true.","e8a8c9d79615975469fcd4fc05a026f9022409f3",,
"S03_w01_u03","S03",1,"Week one was very heavy on definitions. I would have preferred to start from a case and work backwards to the mechanisms.","5aca8a4b593c87735f40a1bba5df46dde3bb0b3e",,
"S03_w04_u01","S03",4,"The joint session worked well. We split the paper into four parts and each pair presented one section. Nobody was left with nothing to do, which in my experience is rare in group work.","9e1a822d04b2f633e9b7ad8d7d88fc79f68b6de5",,
"S03_w04_u02","S03",4,"I notice that I automatically become considerably more formal in English than I ever am in German. That is not something I decide to do, it is simply what happens to me in a second language.","cbf4ac96978c76f9560c592f5bf83c4ff7cea637",,
"S03_w07_u01","S03",7,"I learned that in the Netherlands it is quite normal to disagree with a supervisor directly, in front of the whole group. In Switzerland that conversation would happen afterwards and in private. Seeing the difference was genuinely useful to me.","d099c99c7ce0bc0e5059d1522c4bfd362bc7d027",,
"S03_w07_u02","S03",7,"Was fine this week.","07ab4e939f28a7eea083817d7cefbfe105827aae",,
"S03_w10_u01","S03",10,"I would do this course again and I would tell other students to take it. The international part is the reason it is worth the extra work it costs.","768b74f6d2628b727637df3426f4094e9b1103f0",,
"S03_w10_u02","S03",10,"I am a fairly reserved person and I did not turn into the most talkative member of the group. But I was never uncomfortable either, and I think that is partly because I am used to not working in my first language.","7213bea35e3c8c17ea1f4b42714af6b280d5d675",,
"S04_w01_u01","S04",1,"I am not sure yet what to think about the international part of this course. Will we genuinely work together, or will it just be two groups presenting at each other once a week?","8f699f7f7d4772ec26c825f99ed6444d0b0da387",,
"S04_w01_u02","S04",1,"In my family everything is decided together and loudly. I bring that into group work, for better and for worse, and people who prefer quiet orderly meetings tend to find me a lot.","82b933dd83bba3d29f498bd61f8ea95fff81c346",,
"S04_w04_u01","S04",4,"The Zurich students are well prepared, which is good, but they also settled the structure of the whole report before asking us. I was annoyed for a day, and then I realised we had done exactly the same thing to them with the slides.","a5daa6866bec5d127fcafe213392d02849a7511c",,
"S04_w04_u02","S04",4,"Single cell RNA sequencing was the highlight of the block for me. I had no idea you could resolve the tumour microenvironment at that level of detail.","1aa93ed1211b7ae51503a40b46923461bb13b98a",,
"S04_w07_u01","S04",7,"I was hesitant at first, I admit that openly. Now I would say the international sessions are the only reason I still remember anything at all from week four.","2575250a8f794ca286a3539eb6c0e887e0750ad1",,
"S04_w07_u02","S04",7,"Online only is the problem here. Not the countries, the screen. If we had met once in person at the start, everything after that would have been easy.","69acef19c7b4a2f9b083aa07c8e50a4b3585d3e2",,
"S04_w10_u01","S04",10,"Good course. Too long.","99cf960b19c1ec8a11f810428acb2dbe2a1dae9e",,
"S04_w10_u02","S04",10,"I know now that I need to see a person's face before I really trust their work. That is a fact about me rather than anything to do with Zurich.","c277ba02161afb96849a3bf9a7be3a5e96209e77",,
"S05_w01_u01","S05",1,"I am looking forward to this course more than any other this semester, mainly because of the collaboration with Zurich. My mother is from Shanghai and my father is Dutch, and I grew up switching between a household where you never contradict an elder and a school where you are more or less graded on contradicting your teacher. I have spent my whole life translating between those two, so an international project feels less like a challenge and more like a normal Tuesday.","3c30fab18ac7180bbbb376bf7561c4c22397cfc6",,
"S05_w01_u02","S05",1,"The hallmarks framework is elegant, but I do wonder how much of it survives contact with an actual clinical tumour sample.","d1e6af0422978bb8e6e710315484d46e0b1597d5",,
"S05_w04_u01","S05",4,"Something I noticed this week. When the Zurich group went quiet after I made a suggestion, my very first thought was that they disagreed with me. In my mother's family, silence after a proposal means it is being taken seriously. I had to actively stop myself from over-explaining the whole thing.","cbfcd13b143b82b3dc89298b764740faa02521f6",,
"S05_w04_u02","S05",4,"The workload distribution was not fair in this block. Two of us did the entire analysis while four people did the formatting, and I was one of the two. Nobody said anything about it.","19a3f41ab3a7c61e042fb5bb39ea222ea05b4139",,
"S05_w07_u01","S05",7,"The best moment so far was when the Zurich student and I discovered we had been given contradictory instructions by our two supervisors, and simply decided between ourselves which one to follow. That felt like actual collaboration rather than a scheduled activity.","d30e4964b94ecb488727971849e63c5a47ca5eed",,
"S05_w07_u02","S05",7,"I am someone who apologises before asking a question. I have been told more than once that it makes me sound unsure of my own data. It comes from home and I do not think it is going to go away.","bea34ad6fcbb61cbe81cbcacb2ec0b956f6c38ae",,
"S05_w10_u01","S05",10,"There was a real disagreement in our group in week nine that we never resolved. One person stopped replying entirely and we finished the report without them. I do not think anybody handled it well, myself included.","0ac22d4b9b696e6a3be0a5366dcbb5e77ed5d310",,
"S05_w10_u02","S05",10,"Looking back I was totally motivated by the end, which surprises me, because I started this course assuming the international element would be decoration. What changed my mind was not a lecture but a forty minute argument about normalisation methods.","ed3333c7824895817c856f7d51cbc006a5356164",,
"S05_w10_u03","S05",10,"I understand now that I read directness as rudeness considerably faster than my Dutch classmates do, and that this is something I brought with me rather than something they did to me.","fae29a21f5ac21fc997382b6a96027bd849d23cb",,
